VERSION;TYPE;PEERS;ROUTES;;TOTAL_ROUTES;TOTAL_PREFICES;RSS;SZ;VSZ;i;TIMEDIF;DATETIME
v2.0.8;multi;10;10000;;12925;6245;25192;7862;31448;5;1.096254577;2022-02-02@15:17:22
v2.0.8;multi;10;10000;;12925;6245;25328;7855;31420;4;.874940633;2022-02-02@15:17:28
v2.0.8;multi;10;10000;;12925;6245;25312;7858;31432;3;.652671281;2022-02-02@15:17:33
v2.0.8;multi;10;10000;;12925;6245;25100;7881;31524;4;.875534663;2022-02-02@15:17:39
v2.0.8;multi;10;10000;;12925;6245;25336;7865;31460;3;.650571200;2022-02-02@15:17:44
v2.0.8;multi;10;10000;;12925;6245;25332;7875;31500;4;.874139409;2022-02-02@15:17:50
v2.0.8;multi;10;10000;;12925;6245;25352;7857;31428;3;.647811603;2022-02-02@15:17:55
v2.0.8;multi;10;10000;;12925;6245;25432;7892;31568;4;.875001038;2022-02-02@15:18:01
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21232;187160;748640;5;1.089692765;2022-02-02@15:18:09
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21176;187217;748868;3;.651933721;2022-02-02@15:18:14
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21192;187197;748788;3;.653084865;2022-02-02@15:18:20
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21744;187207;748828;3;.652415229;2022-02-02@15:18:25
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21388;187184;748736;3;.648270200;2022-02-02@15:18:31
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21560;187191;748764;3;.648193217;2022-02-02@15:18:36
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21168;187275;749100;3;.647980957;2022-02-02@15:18:42
v2.0.8-169-ga840170e;multi;10;10000;;12925;6245;21140;187204;748816;3;.647965071;2022-02-02@15:18:47
v2.0.8-191-g68d8716f;multi;10;10000;;12925;6245;20820;367168;1468672;5;1.100622692;2022-02-02@15:18:55
v2.0.8-191-g68d8716f;multi;10;10000;;12925;6245;21628;367185;1468740;3;.651433753;2022-02-02@15:19:00
v2.0.8-191-g68d8716f;multi;10;10000;;12925;6245;20616;367175;1468700;3;.652091098;2022-02-02@15:19:06
v2.0.8-191-g68d8716f;multi;10;10000;;12925;6245;21092;367163;1468652;3;.651469363;2022-02-02@15:19:11
v2.0.8-191-g68d8716f;multi;10;10000;;12925;6245;20964;367203;1468812;3;.652121146;2022-02-02@15:19:17
v2.0.8;imex;10;10000;;12925;6245;21296;6904;27616;4;.877780033;2022-02-02@15:21:17
v2.0.8;imex;10;10000;;12925;6245;21448;6918;27672;3;.650221711;2022-02-02@15:21:22
v2.0.8;imex;10;10000;;12925;6245;21328;6903;27612;3;.647419908;2022-02-02@15:21:28
v2.0.8;imex;10;10000;;12925;6245;21344;6926;27704;4;.871457090;2022-02-02@15:21:33
v2.0.8;imex;10;10000;;12925;6245;21476;6913;27652;3;.651801557;2022-02-02@15:21:39
v2.0.8;imex;10;10000;;12925;6245;21612;6935;27740;4;.875996732;2022-02-02@15:21:44
v2.0.8;imex;10;10000;;12925;6245;21620;6893;27572;3;.648566097;2022-02-02@15:21:50
v2.0.8;imex;10;10000;;12925;6245;21412;6903;27612;4;.873475734;2022-02-02@15:21:56
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19476;6754;27016;5;1.089638185;2022-02-02@15:22:04
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19484;6803;27212;4;.875170379;2022-02-02@15:22:09
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19380;6764;27056;4;.873880808;2022-02-02@15:22:15
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19168;6734;26936;4;.875658090;2022-02-02@15:22:21
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19576;6775;27100;4;.875797357;2022-02-02@15:22:26
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19504;6760;27040;4;.876190127;2022-02-02@15:22:32
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19336;6734;26936;4;.876356543;2022-02-02@15:22:38
v2.0.8-169-ga840170e;imex;10;10000;;12925;6245;19440;6748;26992;4;.873076286;2022-02-02@15:22:43
v2.0.8-191-g68d8716f;imex;10;10000;;12925;6245;19888;186270;745080;5;1.093324053;2022-02-02@15:22:51
v2.0.8-191-g68d8716f;imex;10;10000;;12925;6245;20184;186317;745268;3;.648926212;2022-02-02@15:22:57
v2.0.8-191-g68d8716f;imex;10;10000;;12925;6245;20400;186286;745144;3;.652659838;2022-02-02@15:23:02
v2.0.8-191-g68d8716f;imex;10;10000;;12925;6245;19764;186270;745080;3;.650098923;2022-02-02@15:23:08
v2.0.8-191-g68d8716f;imex;10;10000;;12925;6245;19652;186346;745384;3;.650386749;2022-02-02@15:23:13
v2.0.8-191-g68d8716f;imex;10;10000;;12925;6245;20240;186288;745152;3;.647853086;2022-02-02@15:23:18
v2.0.8-191-g68d8716f;imex;10;10000;;12925;6245;20784;186390;745560;5;1.092959610;2022-02-02@15:25:55
v2.0.8;single;10;10000;;12925;6245;7912;3548;14192;5;1.094383039;2022-02-02@15:26:07
v2.0.8;single;10;10000;;12925;6245;7996;3585;14340;3;.650089289;2022-02-02@15:26:13
v2.0.8;single;10;10000;;12925;6245;8012;3559;14236;3;.648235964;2022-02-02@15:26:18
v2.0.8;single;10;10000;;12925;6245;7952;3560;14240;3;.650843503;2022-02-02@15:26:23
v2.0.8;single;10;10000;;12925;6245;7856;3558;14232;3;.651045036;2022-02-02@15:26:29
v2.0.8;single;10;10000;;12925;6245;7928;3561;14244;3;.651095458;2022-02-02@15:26:34
v2.0.8;single;10;10000;;12925;6245;7976;3557;14228;3;.681797956;2022-02-02@15:26:40
v2.0.8;single;10;10000;;12925;6245;8132;3562;14248;3;.652359216;2022-02-02@15:26:45
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;7264;3365;13460;5;1.088970668;2022-02-02@15:26:53
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;7192;3361;13444;3;.650648189;2022-02-02@15:26:59
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;7308;3378;13512;4;.871713554;2022-02-02@15:27:04
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;7268;3366;13464;4;.878582212;2022-02-02@15:27:10
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;7244;3370;13480;4;.875305600;2022-02-02@15:27:16
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;7320;3362;13448;3;.651824711;2022-02-02@15:27:21
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;7180;3359;13436;3;.652604286;2022-02-02@15:27:26
v2.0.8-169-ga840170e;single;10;10000;;12925;6245;6928;3337;13348;3;.647718070;2022-02-02@15:27:32
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;6968;183309;733236;5;1.092421653;2022-02-02@15:27:40
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;7096;183308;733232;3;.651097706;2022-02-02@15:27:45
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;7312;183308;733232;3;.655538305;2022-02-02@15:27:51
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;7016;183305;733220;3;.654065594;2022-02-02@15:27:56
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;7540;183304;733216;3;.666565863;2022-02-02@15:28:02
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;7108;183301;733204;3;.653260264;2022-02-02@15:28:07
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;7028;183306;733224;3;.647986838;2022-02-02@15:28:12
v2.0.8-191-g68d8716f;single;10;10000;;12925;6245;7468;183303;733212;3;.652839552;2022-02-02@15:28:18
v2.0.8;mulimex;10;10000;;12925;6245;35124;10257;41028;18;3.983991812;2022-02-02@15:28:32
v2.0.8;mulimex;10;10000;;12925;6245;34596;10252;41008;4;.870756321;2022-02-02@15:28:38
v2.0.8;mulimex;10;10000;;12925;6245;34692;10254;41016;4;.873432127;2022-02-02@15:28:44
v2.0.8;mulimex;10;10000;;12925;6245;34892;10248;40992;4;.873415983;2022-02-02@15:28:49
v2.0.8;mulimex;10;10000;;12925;6245;34892;10251;41004;4;.873559471;2022-02-02@15:28:55
v2.0.8;mulimex;10;10000;;12925;6245;35068;10259;41036;4;.876322998;2022-02-02@15:29:01
v2.0.8;mulimex;10;10000;;12925;6245;34816;10252;41008;4;.873908995;2022-02-02@15:29:06
v2.0.8;mulimex;10;10000;;12925;6245;35000;10239;40956;4;.874443910;2022-02-02@15:29:12
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30036;189852;759408;5;1.093355424;2022-02-02@15:29:20
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30756;189811;759244;3;.648560139;2022-02-02@15:29:25
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30328;189809;759236;3;.653396946;2022-02-02@15:29:31
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30196;189822;759288;3;.652052544;2022-02-02@15:29:36
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30912;189830;759320;3;.666112449;2022-02-02@15:29:42
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30728;189846;759384;3;.654761674;2022-02-02@15:29:47
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30388;189810;759240;3;.653036823;2022-02-02@15:29:53
v2.0.8-169-ga840170e;mulimex;10;10000;;12925;6245;30512;189817;759268;3;.656138441;2022-02-02@15:29:58
v2.0.8;multi;32;10000;;16892;6334;65476;17922;71688;9;1.978757602;2022-02-02@15:42:29
v2.0.8;multi;32;10000;;16892;6334;65556;17917;71668;10;2.204558310;2022-02-02@15:42:35
v2.0.8;multi;32;10000;;16892;6334;65664;17952;71808;10;2.207757568;2022-02-02@15:42:42
v2.0.8;multi;32;10000;;16892;6334;65332;17917;71668;10;2.210122725;2022-02-02@15:42:49
v2.0.8;multi;32;10000;;16892;6334;65744;17951;71804;10;2.209464583;2022-02-02@15:42:56
v2.0.8;multi;32;10000;;16892;6334;65660;17947;71788;10;2.204717296;2022-02-02@15:43:03
v2.0.8;multi;32;10000;;16892;6334;65652;17961;71844;10;2.208649226;2022-02-02@15:43:10
v2.0.8;multi;32;10000;;16892;6334;65552;17930;71720;10;2.207374856;2022-02-02@15:43:17
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;53780;556850;2227400;6;1.320844277;2022-02-02@15:43:26
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;54060;556763;2227052;4;.875968132;2022-02-02@15:43:31
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;53828;556749;2226996;6;1.321768776;2022-02-02@15:43:37
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;53424;556728;2226912;5;1.100994342;2022-02-02@15:43:43
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;54768;556941;2227764;6;1.325130679;2022-02-02@15:43:49
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;53320;556749;2226996;5;1.101143621;2022-02-02@15:43:55
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;54244;556865;2227460;4;.881834961;2022-02-02@15:44:01
v2.0.8-169-ga840170e;multi;32;10000;;16892;6334;53712;556731;2226924;5;1.100983242;2022-02-02@15:44:07
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;52280;1097517;4390068;5;1.103570818;2022-02-02@15:44:15
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;52320;1097543;4390172;3;.654667895;2022-02-02@15:44:20
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;51504;1097540;4390160;3;.649057466;2022-02-02@15:44:26
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;53344;1097711;4390844;3;.649039820;2022-02-02@15:44:31
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;51732;1097486;4389944;3;.649671799;2022-02-02@15:44:37
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;52344;1097536;4390144;3;.656412012;2022-02-02@15:44:42
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;53124;1097522;4390088;5;1.096198849;2022-02-02@15:44:48
v2.0.8-191-g68d8716f;multi;32;10000;;16892;6334;51168;1097478;4389912;3;.659546489;2022-02-02@15:44:53
v2.0.8;imex;32;10000;;16892;6334;42712;12223;48892;6;1.327920465;2022-02-02@15:45:10
v2.0.8;imex;32;10000;;16892;6334;42568;12212;48848;7;1.535425273;2022-02-02@15:45:17
v2.0.8;imex;32;10000;;16892;6334;42824;12206;48824;7;1.538440531;2022-02-02@15:45:23
v2.0.8;imex;32;10000;;16892;6334;42808;12238;48952;7;1.534904026;2022-02-02@15:45:29
v2.0.8;imex;32;10000;;16892;6334;42748;12213;48852;7;1.541219094;2022-02-02@15:45:35
v2.0.8;imex;32;10000;;16892;6334;42560;12205;48820;7;1.535834051;2022-02-02@15:45:42
v2.0.8;imex;32;10000;;16892;6334;42524;12220;48880;7;1.540260690;2022-02-02@15:45:48
v2.0.8;imex;32;10000;;16892;6334;42812;12186;48744;6;1.322518613;2022-02-02@15:45:54
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;39864;12556;50224;9;1.984306262;2022-02-02@15:46:03
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;40256;12587;50348;8;1.770465450;2022-02-02@15:46:10
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;39928;12560;50240;8;1.766832304;2022-02-02@15:46:16
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;40004;12595;50380;8;1.767638024;2022-02-02@15:46:23
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;39984;12581;50324;8;1.763657056;2022-02-02@15:46:29
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;40148;12576;50304;7;1.543609827;2022-02-02@15:46:36
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;40148;12625;50500;8;1.760773146;2022-02-02@15:46:42
v2.0.8-169-ga840170e;imex;32;10000;;16892;6334;40080;12576;50304;8;1.768230892;2022-02-02@15:46:49
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;45136;553302;2213208;5;1.094519040;2022-02-02@15:46:57
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;43368;553125;2212500;3;.650387638;2022-02-02@15:47:02
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;43672;552980;2211920;3;.654067418;2022-02-02@15:47:08
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;44656;553284;2213136;3;.651614609;2022-02-02@15:47:13
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;45448;553189;2212756;3;.666249996;2022-02-02@15:47:19
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;44492;553117;2212468;5;1.112866299;2022-02-02@15:47:25
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;43112;553067;2212268;3;.652770168;2022-02-02@15:47:30
v2.0.8-191-g68d8716f;imex;32;10000;;16892;6334;44068;553158;2212632;3;.648439768;2022-02-02@15:47:35
v2.0.8;single;32;10000;;16892;6334;10400;4155;16620;6;1.314662804;2022-02-02@15:47:52
v2.0.8;single;32;10000;;16892;6334;10588;4186;16744;6;1.326380068;2022-02-02@15:47:58
v2.0.8;single;32;10000;;16892;6334;10476;4173;16692;6;1.324679389;2022-02-02@15:48:04
v2.0.8;single;32;10000;;16892;6334;10448;4155;16620;6;1.323704494;2022-02-02@15:48:10
v2.0.8;single;32;10000;;16892;6334;10340;4180;16720;6;1.327077199;2022-02-02@15:48:17
v2.0.8;single;32;10000;;16892;6334;10672;4168;16672;7;1.536551975;2022-02-02@15:48:23
v2.0.8;single;32;10000;;16892;6334;10560;4163;16652;6;1.320830805;2022-02-02@15:48:29
v2.0.8;single;32;10000;;16892;6334;10432;4190;16760;6;1.321610181;2022-02-02@15:48:35
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;9008;3838;15352;7;1.545963718;2022-02-02@15:48:44
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;8916;3857;15428;6;1.319859810;2022-02-02@15:48:50
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;9128;3830;15320;7;1.535050332;2022-02-02@15:48:56
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;8936;3830;15320;6;1.323007004;2022-02-02@15:49:02
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;9096;3850;15400;6;1.321120073;2022-02-02@15:49:08
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;8968;3816;15264;6;1.312407112;2022-02-02@15:49:14
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;8896;3825;15300;6;1.318392153;2022-02-02@15:49:20
v2.0.8-169-ga840170e;single;32;10000;;16892;6334;8852;3845;15380;7;1.541096359;2022-02-02@15:49:27
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;5924;544495;2177980;5;1.097982950;2022-02-02@15:49:35
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;6928;544523;2178092;3;.653526758;2022-02-02@15:49:40
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;6300;544504;2178016;3;.680781738;2022-02-02@15:49:46
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;7324;544507;2178028;3;.654547177;2022-02-02@15:49:51
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;7264;544504;2178016;5;1.105357001;2022-02-02@15:49:57
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;7728;544509;2178036;5;1.101831844;2022-02-02@15:50:03
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;7476;544514;2178056;5;1.103368505;2022-02-02@15:50:09
v2.0.8-191-g68d8716f;single;32;10000;;16892;6334;7176;544490;2177960;3;.651212314;2022-02-02@15:50:14
v2.0.8;mulimex;32;10000;;16892;6334;92844;24706;98824;10;2.218621332;2022-02-02@15:50:32
v2.0.8;mulimex;32;10000;;16892;6334;92720;24715;98860;10;2.206368864;2022-02-02@15:50:39
v2.0.8;mulimex;32;10000;;16892;6334;92552;24670;98680;10;2.204216319;2022-02-02@15:50:46
v2.0.8;mulimex;32;10000;;16892;6334;92800;24686;98744;10;2.204847245;2022-02-02@15:50:53
v2.0.8;mulimex;32;10000;;16892;6334;92596;24670;98680;10;2.209583472;2022-02-02@15:51:00
v2.0.8;mulimex;32;10000;;16892;6334;92584;24642;98568;10;2.209544478;2022-02-02@15:51:07
v2.0.8;mulimex;32;10000;;16892;6334;92588;24682;98728;10;2.212179581;2022-02-02@15:51:14
v2.0.8;mulimex;32;10000;;16892;6334;92532;24679;98716;11;2.428413526;2022-02-02@15:51:21
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;81140;564596;2258384;7;1.537899787;2022-02-02@15:51:30
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;80752;564666;2258664;5;1.097044431;2022-02-02@15:51:35
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;80300;564614;2258456;5;1.104611467;2022-02-02@15:51:41
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;80072;564516;2258064;5;1.105940444;2022-02-02@15:51:47
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;80852;564626;2258504;5;1.096172779;2022-02-02@15:51:53
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;80568;564599;2258396;5;1.099257363;2022-02-02@15:51:59
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;80308;564507;2258028;5;1.098518301;2022-02-02@15:52:05
v2.0.8-169-ga840170e;mulimex;32;10000;;16892;6334;80828;564569;2258276;6;1.325210984;2022-02-02@15:52:11
v2.0.8-191-g68d8716f;mulimex;32;10000;;16892;6334;80388;1105305;4421220;5;1.098699044;2022-02-02@15:52:19
v2.0.8-191-g68d8716f;mulimex;32;10000;;16892;6334;83416;1105283;4421132;4;.877097870;2022-02-02@15:53:50
v2.0.8-191-g68d8716f;mulimex;32;10000;;16892;6334;85228;1105668;4422672;3;.653528445;2022-02-02@15:53:55
v2.0.8-191-g68d8716f;mulimex;32;10000;;16892;6334;82668;1105385;4421540;3;.653928563;2022-02-02@15:54:00
v2.0.8-191-g68d8716f;mulimex;32;10000;;16892;6334;80040;1105310;4421240;3;.653293911;2022-02-02@15:54:06
v2.0.8-191-g68d8716f;mulimex;32;10000;;16892;6334;84700;1105612;4422448;4;.878791305;2022-02-02@15:54:12
v2.0.8-191-g68d8716f;mulimex;32;10000;;16892;6334;83092;1105470;4421880;3;.654332748;2022-02-02@15:54:17
v2.0.8;multi;100;10000;;18563;6381;184748;47739;190956;31;6.905085711;2022-02-02@15:54:42
v2.0.8;multi;100;10000;;18563;6381;184864;47766;191064;31;6.888150188;2022-02-02@15:54:54
v2.0.8;multi;100;10000;;18563;6381;185056;47761;191044;31;6.896919915;2022-02-02@15:55:06
v2.0.8;multi;100;10000;;18563;6381;185056;47770;191080;31;6.912848533;2022-02-02@15:55:18
v2.0.8;multi;100;10000;;18563;6381;184924;47753;191012;31;6.897361378;2022-02-02@15:55:30
v2.0.8;multi;100;10000;;18563;6381;184860;47788;191152;31;6.909714459;2022-02-02@15:55:42
v2.0.8;multi;100;10000;;18563;6381;184932;47737;190948;31;6.916711619;2022-02-02@15:55:54
v2.0.8;multi;100;10000;;18563;6381;184764;47741;190964;31;6.896984802;2022-02-02@15:56:06
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;149380;1698765;6795060;12;2.659859656;2022-02-02@15:56:16
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;153584;1698847;6795388;12;2.675793520;2022-02-02@15:56:23
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;157128;1699660;6798640;12;2.659518527;2022-02-02@15:56:31
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;150636;1698648;6794592;12;2.665613631;2022-02-02@15:56:38
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;152348;1698940;6795760;12;2.657749990;2022-02-02@15:56:46
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;154508;1698575;6794300;12;2.668599217;2022-02-02@15:56:53
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;149708;1698685;6794740;12;2.662533000;2022-02-02@15:57:01
v2.0.8-169-ga840170e;multi;100;10000;;18563;6381;151076;1698687;6794748;12;2.664170364;2022-02-02@15:57:08
v2.0.8-191-g68d8716f;multi;100;10000;;18563;6381;157996;2126435;8505740;7;1.554906474;2022-02-02@15:58:42
v2.0.8-191-g68d8716f;multi;100;10000;;18563;6381;153116;2126166;8504664;7;1.558577793;2022-02-02@15:58:49
v2.0.8-191-g68d8716f;multi;100;10000;;18563;6381;160540;2126202;8504808;7;1.538475929;2022-02-02@15:58:55
v2.0.8-191-g68d8716f;multi;100;10000;;18563;6381;151372;2126009;8504036;7;1.548179949;2022-02-02@15:59:01
v2.0.8-191-g68d8716f;multi;100;10000;;18563;6381;155160;2126318;8505272;6;1.323799368;2022-02-02@15:59:08
v2.0.8-191-g68d8716f;multi;100;10000;;18563;6381;153372;2126077;8504308;7;1.550670506;2022-02-02@15:59:14
v2.0.8-191-g68d8716f;multi;100;10000;;18563;6381;148772;2125919;8503676;7;1.576611397;2022-02-02@15:59:20
v2.0.8;imex;100;10000;;18563;6381;98280;26166;104664;18;3.986302444;2022-02-02@15:59:59
v2.0.8;imex;100;10000;;18563;6381;98420;26156;104624;19;4.218468406;2022-02-02@16:00:08
v2.0.8;imex;100;10000;;18563;6381;98344;26109;104436;18;3.996161204;2022-02-02@16:00:17
v2.0.8;imex;100;10000;;18563;6381;98312;26151;104604;18;3.993555325;2022-02-02@16:00:26
v2.0.8;imex;100;10000;;18563;6381;98432;26169;104676;19;4.222533428;2022-02-02@16:00:35
v2.0.8;imex;100;10000;;18563;6381;98316;26123;104492;19;4.230594593;2022-02-02@16:00:44
v2.0.8;imex;100;10000;;18563;6381;98276;26136;104544;18;3.984420623;2022-02-02@16:00:52
v2.0.8;imex;100;10000;;18563;6381;98656;26210;104840;18;3.986272423;2022-02-02@16:01:01
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;97308;28903;115612;20;4.434241286;2022-02-02@16:01:13
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;98000;29078;116312;20;4.434311497;2022-02-02@16:01:22
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;97912;29015;116060;20;4.449306013;2022-02-02@16:01:31
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;97624;28978;115912;21;4.654573677;2022-02-02@16:01:41
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;97092;28883;115532;20;4.434558251;2022-02-02@16:01:50
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;97680;29055;116220;20;4.439353471;2022-02-02@16:01:59
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;97660;28971;115884;20;4.443074268;2022-02-02@16:02:08
v2.0.8-169-ga840170e;imex;100;10000;;18563;6381;97120;28863;115452;20;4.458258199;2022-02-02@16:02:18
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;116700;1686712;6746848;6;1.322512547;2022-02-02@16:02:26
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;116004;1686494;6745976;6;1.325503902;2022-02-02@16:02:32
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;118872;1686734;6746936;6;1.326405932;2022-02-02@16:02:38
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;119152;1687160;6748640;6;1.321581759;2022-02-02@16:02:44
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;114348;1685958;6743832;6;1.315188429;2022-02-02@16:02:50
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;115972;1686456;6745824;6;1.321753490;2022-02-02@16:02:56
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;119824;1686919;6747676;6;1.315624838;2022-02-02@16:03:03
v2.0.8-191-g68d8716f;imex;100;10000;;18563;6381;118356;1686683;6746732;6;1.330877474;2022-02-02@16:03:09
v2.0.8;single;100;10000;;18563;6381;13468;4979;19916;17;3.799087779;2022-02-02@16:03:47
v2.0.8;single;100;10000;;18563;6381;13892;5038;20152;17;3.800934060;2022-02-02@16:03:55
v2.0.8;single;100;10000;;18563;6381;13684;4932;19728;18;3.994367792;2022-02-02@16:04:04
v2.0.8;single;100;10000;;18563;6381;13680;5012;20048;18;4.009388266;2022-02-02@16:04:13
v2.0.8;single;100;10000;;18563;6381;13752;4947;19788;17;3.770747621;2022-02-02@16:04:21
v2.0.8;single;100;10000;;18563;6381;13728;5015;20060;18;3.988319406;2022-02-02@16:04:30
v2.0.8;single;100;10000;;18563;6381;13672;4937;19748;17;3.771330679;2022-02-02@16:04:39
v2.0.8;single;100;10000;;18563;6381;13848;4972;19888;17;3.765548617;2022-02-02@16:04:47
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;12068;4577;18308;17;3.775450581;2022-02-02@16:04:58
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;11904;4551;18204;17;3.788765324;2022-02-02@16:05:07
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;11768;4538;18152;17;3.778796746;2022-02-02@16:05:15
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;12020;4560;18240;16;3.553800836;2022-02-02@16:05:24
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;11856;4535;18140;17;3.775249036;2022-02-02@16:05:32
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;11956;4555;18220;17;3.787193966;2022-02-02@16:05:41
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;11644;4553;18212;17;3.777879221;2022-02-02@16:05:49
v2.0.8-169-ga840170e;single;100;10000;;18563;6381;11928;4558;18232;17;3.787686447;2022-02-02@16:05:58
